student_key,student_slu_id,first_name,last_name,gender,date_of_birth,email,phone,country_of_origin,visa_status,work_authorization_flag,program_code,program_name,admission_year,admission_term,graduation_term,graduation_year,gpa,linkedin_url,current_city
497,SLU00497,First497,Last497,Male,1984-12-13,student497@slu.edu,+1-314-555-0497,Turkey,Citizen,1,IS,MS Information Systems,2025,Summer,Summer,2025,2.94,https://linkedin.com/in/student497,San Jose
498,SLU00498,First498,Last498,Male,1984-12-12,student498@slu.edu,+1-314-555-0498,Kenya,F1,0,AI,MS Artificial Intelligence,2020,Fall,Fall,2020,2.95,https://linkedin.com/in/student498,Boston
499,SLU00499,First499,Last499,Male,1984-12-11,student499@slu.edu,+1-314-555-0499,Mexico,GreenCard,1,ML,MS Machine Learning,2021,Spring,Spring,2021,2.96,https://linkedin.com/in/student499,Phoenix
500,SLU00500,First500,Last500,Male,1984-12-10,student500@slu.edu,+1-314-555-0500,India,Citizen,0,CYS,MS Cyber Security,2022,Summer,Summer,2022,2.97,https://linkedin.com/in/student500,St. Louis
501,SLU00501,First501,Last501,Male,1984-12-09,student501@slu.edu,+1-314-555-0501,USA,F1,1,BA,MS Business Analytics,2023,Fall,Fall,2023,2.98,https://linkedin.com/in/student501,Chicago
502,SLU00502,First502,Last502,Male,1984-12-08,student502@slu.edu,+1-314-555-0502,China,GreenCard,0,DA,MS Data Analytics,2024,Spring,Spring,2024,2.99,https://linkedin.com/in/student502,Dallas
503,SLU00503,First503,Last503,Male,1984-12-07,student503@slu.edu,+1-314-555-0503,Nigeria,Citizen,1,ST,MS Statistics,2025,Summer,Summer,2025,3.00,https://linkedin.com/in/student503,New York
504,SLU00504,First504,Last504,Male,1984-12-06,student504@slu.edu,+1-314-555-0504,Brazil,F1,0,CS,MS Computer Science,2020,Fall,Fall,2020,3.01,https://linkedin.com/in/student504,Seattle
505,SLU00505,First505,Last505,Male,1984-12-05,student505@slu.edu,+1-314-555-0505,Vietnam,GreenCard,1,IS,MS Information Systems,2021,Spring,Spring,2021,3.02,https://linkedin.com/in/student505,Austin
506,SLU00506,First506,Last506,Male,1984-12-04,student506@slu.edu,+1-314-555-0506,Iran,Citizen,0,AI,MS Artificial Intelligence,2022,Summer,Summer,2022,3.03,https://linkedin.com/in/student506,Atlanta
507,SLU00507,First507,Last507,Male,1984-12-03,student507@slu.edu,+1-314-555-0507,Turkey,F1,1,ML,MS Machine Learning,2023,Fall,Fall,2023,3.04,https://linkedin.com/in/student507,San Jose
508,SLU00508,First508,Last508,Male,1984-12-02,student508@slu.edu,+1-314-555-0508,Kenya,GreenCard,0,CYS,MS Cyber Security,2024,Spring,Spring,2024,3.05,https://linkedin.com/in/student508,Boston
509,SLU00509,First509,Last509,Male,1984-12-01,student509@slu.edu,+1-314-555-0509,Mexico,Citizen,1,BA,MS Business Analytics,2025,Summer,Summer,2025,3.06,https://linkedin.com/in/student509,Phoenix
510,SLU00510,First510,Last510,Male,1984-11-30,student510@slu.edu,+1-314-555-0510,India,F1,0,DA,MS Data Analytics,2020,Fall,Fall,2020,3.07,https://linkedin.com/in/student510,St. Louis
511,SLU00511,First511,Last511,Male,1984-11-29,student511@slu.edu,+1-314-555-0511,USA,GreenCard,1,ST,MS Statistics,2021,Spring,Spring,2021,3.08,https://linkedin.com/in/student511,Chicago
512,SLU00512,First512,Last512,Male,1984-11-28,student512@slu.edu,+1-314-555-0512,China,Citizen,0,CS,MS Computer Science,2022,Summer,Summer,2022,3.09,https://linkedin.com/in/student512,Dallas
513,SLU00513,First513,Last513,Male,1984-11-27,student513@slu.edu,+1-314-555-0513,Nigeria,F1,1,IS,MS Information Systems,2023,Fall,Fall,2023,3.10,https://linkedin.com/in/student513,New York
514,SLU00514,First514,Last514,Male,1984-11-26,student514@slu.edu,+1-314-555-0514,Brazil,GreenCard,0,AI,MS Artificial Intelligence,2024,Spring,Spring,2024,3.11,https://linkedin.com/in/student514,Seattle
515,SLU00515,First515,Last515,Male,1984-11-25,student515@slu.edu,+1-314-555-0515,Vietnam,Citizen,1,ML,MS Machine Learning,2025,Summer,Summer,2025,3.12,https://linkedin.com/in/student515,Austin
516,SLU00516,First516,Last516,Male,1984-11-24,student516@slu.edu,+1-314-555-0516,Iran,F1,0,CYS,MS Cyber Security,2020,Fall,Fall,2020,3.13,https://linkedin.com/in/student516,Atlanta
517,SLU00517,First517,Last517,Male,1984-11-23,student517@slu.edu,+1-314-555-0517,Turkey,GreenCard,1,BA,MS Business Analytics,2021,Spring,Spring,2021,3.14,https://linkedin.com/in/student517,San Jose
518,SLU00518,First518,Last518,Male,1984-11-22,student518@slu.edu,+1-314-555-0518,Kenya,Citizen,0,DA,MS Data Analytics,2022,Summer,Summer,2022,3.15,https://linkedin.com/in/student518,Boston
519,SLU00519,First519,Last519,Male,1984-11-21,student519@slu.edu,+1-314-555-0519,Mexico,F1,1,ST,MS Statistics,2023,Fall,Fall,2023,3.16,https://linkedin.com/in/student519,Phoenix
520,SLU00520,First520,Last520,Male,1984-11-20,student520@slu.edu,+1-314-555-0520,India,GreenCard,0,CS,MS Computer Science,2024,Spring,Spring,2024,3.17,https://linkedin.com/in/student520,St. Louis
521,SLU00521,First521,Last521,Male,1984-11-19,student521@slu.edu,+1-314-555-0521,USA,Citizen,1,IS,MS Information Systems,2025,Summer,Summer,2025,3.18,https://linkedin.com/in/student521,Chicago
522,SLU00522,First522,Last522,Male,1984-11-18,student522@slu.edu,+1-314-555-0522,China,F1,0,AI,MS Artificial Intelligence,2020,Fall,Fall,2020,3.19,https://linkedin.com/in/student522,Dallas
523,SLU00523,First523,Last523,Male,1984-11-17,student523@slu.edu,+1-314-555-0523,Nigeria,GreenCard,1,ML,MS Machine Learning,2021,Spring,Spring,2021,3.20,https://linkedin.com/in/student523,New York
524,SLU00524,First524,Last524,Male,1984-11-16,student524@slu.edu,+1-314-555-0524,Brazil,Citizen,0,CYS,MS Cyber Security,2022,Summer,Summer,2022,3.21,https://linkedin.com/in/student524,Seattle
525,SLU00525,First525,Last525,Male,1984-11-15,student525@slu.edu,+1-314-555-0525,Vietnam,F1,1,BA,MS Business Analytics,2023,Fall,Fall,2023,3.22,https://linkedin.com/in/student525,Austin
526,SLU00526,First526,Last526,Male,1984-11-14,student526@slu.edu,+1-314-555-0526,Iran,GreenCard,0,DA,MS Data Analytics,2024,Spring,Spring,2024,3.23,https://linkedin.com/in/student526,Atlanta
527,SLU00527,First527,Last527,Male,1984-11-13,student527@slu.edu,+1-314-555-0527,Turkey,Citizen,1,ST,MS Statistics,2025,Summer,Summer,2025,3.24,https://linkedin.com/in/student527,San Jose
528,SLU00528,First528,Last528,Male,1984-11-12,student528@slu.edu,+1-314-555-0528,Kenya,F1,0,CS,MS Computer Science,2020,Fall,Fall,2020,3.25,https://linkedin.com/in/student528,Boston
529,SLU00529,First529,Last529,Male,1984-11-11,student529@slu.edu,+1-314-555-0529,Mexico,GreenCard,1,IS,MS Information Systems,2021,Spring,Spring,2021,3.26,https://linkedin.com/in/student529,Phoenix
530,SLU00530,First530,Last530,Male,1984-11-10,student530@slu.edu,+1-314-555-0530,India,Citizen,0,AI,MS Artificial Intelligence,2022,Summer,Summer,2022,3.27,https://linkedin.com/in/student530,St. Louis
531,SLU00531,First531,Last531,Male,1984-11-09,student531@slu.edu,+1-314-555-0531,USA,F1,1,ML,MS Machine Learning,2023,Fall,Fall,2023,3.28,https://linkedin.com/in/student531,Chicago
532,SLU00532,First532,Last532,Male,1984-11-08,student532@slu.edu,+1-314-555-0532,China,GreenCard,0,CYS,MS Cyber Security,2024,Spring,Spring,2024,3.29,https://linkedin.com/in/student532,Dallas
533,SLU00533,First533,Last533,Male,1984-11-07,student533@slu.edu,+1-314-555-0533,Nigeria,Citizen,1,BA,MS Business Analytics,2025,Summer,Summer,2025,3.30,https://linkedin.com/in/student533,New York
534,SLU00534,First534,Last534,Male,1984-11-06,student534@slu.edu,+1-314-555-0534,Brazil,F1,0,DA,MS Data Analytics,2020,Fall,Fall,2020,3.31,https://linkedin.com/in/student534,Seattle
535,SLU00535,First535,Last535,Male,1984-11-05,student535@slu.edu,+1-314-555-0535,Vietnam,GreenCard,1,ST,MS Statistics,2021,Spring,Spring,2021,3.32,https://linkedin.com/in/student535,Austin
536,SLU00536,First536,Last536,Male,1984-11-04,student536@slu.edu,+1-314-555-0536,Iran,Citizen,0,CS,MS Computer Science,2022,Summer,Summer,2022,3.33,https://linkedin.com/in/student536,Atlanta
537,SLU00537,First537,Last537,Male,1984-11-03,student537@slu.edu,+1-314-555-0537,Turkey,F1,1,IS,MS Information Systems,2023,Fall,Fall,2023,3.34,https://linkedin.com/in/student537,San Jose
538,SLU00538,First538,Last538,Male,1984-11-02,student538@slu.edu,+1-314-555-0538,Kenya,GreenCard,0,AI,MS Artificial Intelligence,2024,Spring,Spring,2024,3.35,https://linkedin.com/in/student538,Boston
539,SLU00539,First539,Last539,Male,1984-11-01,student539@slu.edu,+1-314-555-0539,Mexico,Citizen,1,ML,MS Machine Learning,2025,Summer,Summer,2025,3.36,https://linkedin.com/in/student539,Phoenix
540,SLU00540,First540,Last540,Male,1984-10-31,student540@slu.edu,+1-314-555-0540,India,F1,0,CYS,MS Cyber Security,2020,Fall,Fall,2020,3.37,https://linkedin.com/in/student540,St. Louis
541,SLU00541,First541,Last541,Male,1984-10-30,student541@slu.edu,+1-314-555-0541,USA,GreenCard,1,BA,MS Business Analytics,2021,Spring,Spring,2021,3.38,https://linkedin.com/in/student541,Chicago
542,SLU00542,First542,Last542,Male,1984-10-29,student542@slu.edu,+1-314-555-0542,China,Citizen,0,DA,MS Data Analytics,2022,Summer,Summer,2022,3.39,https://linkedin.com/in/student542,Dallas
543,SLU00543,First543,Last543,Male,1984-10-28,student543@slu.edu,+1-314-555-0543,Nigeria,F1,1,ST,MS Statistics,2023,Fall,Fall,2023,3.40,https://linkedin.com/in/student543,New York
544,SLU00544,First544,Last544,Male,1984-10-27,student544@slu.edu,+1-314-555-0544,Brazil,GreenCard,0,CS,MS Computer Science,2024,Spring,Spring,2024,3.41,https://linkedin.com/in/student544,Seattle
545,SLU00545,First545,Last545,Male,1984-10-26,student545@slu.edu,+1-314-555-0545,Vietnam,Citizen,1,IS,MS Information Systems,2025,Summer,Summer,2025,3.42,https://linkedin.com/in/student545,Austin
546,SLU00546,First546,Last546,Male,1984-10-25,student546@slu.edu,+1-314-555-0546,Iran,F1,0,AI,MS Artificial Intelligence,2020,Fall,Fall,2020,3.43,https://linkedin.com/in/student546,Atlanta
547,SLU00547,First547,Last547,Male,1984-10-24,student547@slu.edu,+1-314-555-0547,Turkey,GreenCard,1,ML,MS Machine Learning,2021,Spring,Spring,2021,3.44,https://linkedin.com/in/student547,San Jose
548,SLU00548,First548,Last548,Male,1984-10-23,student548@slu.edu,+1-314-555-0548,Kenya,Citizen,0,CYS,MS Cyber Security,2022,Summer,Summer,2022,3.45,https://linkedin.com/in/student548,Boston
549,SLU00549,First549,Last549,Male,1984-10-22,student549@slu.edu,+1-314-555-0549,Mexico,F1,1,BA,MS Business Analytics,2023,Fall,Fall,2023,3.46,https://linkedin.com/in/student549,Phoenix
550,SLU00550,First550,Last550,Male,1984-10-21,student550@slu.edu,+1-314-555-0550,India,GreenCard,0,DA,MS Data Analytics,2024,Spring,Spring,2024,3.47,https://linkedin.com/in/student550,St. Louis
551,SLU00551,First551,Last551,Male,1984-10-20,student551@slu.edu,+1-314-555-0551,USA,Citizen,1,ST,MS Statistics,2025,Summer,Summer,2025,3.48,https://linkedin.com/in/student551,Chicago
552,SLU00552,First552,Last552,Male,1984-10-19,student552@slu.edu,+1-314-555-0552,China,F1,0,CS,MS Computer Science,2020,Fall,Fall,2020,3.49,https://linkedin.com/in/student552,Dallas
553,SLU00553,First553,Last553,Male,1984-10-18,student553@slu.edu,+1-314-555-0553,Nigeria,GreenCard,1,IS,MS Information Systems,2021,Spring,Spring,2021,3.50,https://linkedin.com/in/student553,New York
554,SLU00554,First554,Last554,Male,1984-10-17,student554@slu.edu,+1-314-555-0554,Brazil,Citizen,0,AI,MS Artificial Intelligence,2022,Summer,Summer,2022,3.51,https://linkedin.com/in/student554,Seattle
555,SLU00555,First555,Last555,Male,1984-10-16,student555@slu.edu,+1-314-555-0555,Vietnam,F1,1,ML,MS Machine Learning,2023,Fall,Fall,2023,3.52,https://linkedin.com/in/student555,Austin
556,SLU00556,First556,Last556,Male,1984-10-15,student556@slu.edu,+1-314-555-0556,Iran,GreenCard,0,CYS,MS Cyber Security,2024,Spring,Spring,2024,3.53,https://linkedin.com/in/student556,Atlanta
557,SLU00557,First557,Last557,Male,1984-10-14,student557@slu.edu,+1-314-555-0557,Turkey,Citizen,1,BA,MS Business Analytics,2025,Summer,Summer,2025,3.54,https://linkedin.com/in/student557,San Jose
558,SLU00558,First558,Last558,Male,1984-10-13,student558@slu.edu,+1-314-555-0558,Kenya,F1,0,DA,MS Data Analytics,2020,Fall,Fall,2020,3.55,https://linkedin.com/in/student558,Boston
559,SLU00559,First559,Last559,Male,1984-10-12,student559@slu.edu,+1-314-555-0559,Mexico,GreenCard,1,ST,MS Statistics,2021,Spring,Spring,2021,3.56,https://linkedin.com/in/student559,Phoenix
560,SLU00560,First560,Last560,Male,1984-10-11,student560@slu.edu,+1-314-555-0560,India,Citizen,0,CS,MS Computer Science,2022,Summer,Summer,2022,3.57,https://linkedin.com/in/student560,St. Louis
561,SLU00561,First561,Last561,Male,1984-10-10,student561@slu.edu,+1-314-555-0561,USA,F1,1,IS,MS Information Systems,2023,Fall,Fall,2023,3.58,https://linkedin.com/in/student561,Chicago
562,SLU00562,First562,Last562,Male,1984-10-09,student562@slu.edu,+1-314-555-0562,China,GreenCard,0,AI,MS Artificial Intelligence,2024,Spring,Spring,2024,3.59,https://linkedin.com/in/student562,Dallas
563,SLU00563,First563,Last563,Male,1984-10-08,student563@slu.edu,+1-314-555-0563,Nigeria,Citizen,1,ML,MS Machine Learning,2025,Summer,Summer,2025,3.60,https://linkedin.com/in/student563,New York
564,SLU00564,First564,Last564,Male,1984-10-07,student564@slu.edu,+1-314-555-0564,Brazil,F1,0,CYS,MS Cyber Security,2020,Fall,Fall,2020,3.61,https://linkedin.com/in/student564,Seattle
565,SLU00565,First565,Last565,Male,1984-10-06,student565@slu.edu,+1-314-555-0565,Vietnam,GreenCard,1,BA,MS Business Analytics,2021,Spring,Spring,2021,3.62,https://linkedin.com/in/student565,Austin
566,SLU00566,First566,Last566,Male,1984-10-05,student566@slu.edu,+1-314-555-0566,Iran,Citizen,0,DA,MS Data Analytics,2022,Summer,Summer,2022,3.63,https://linkedin.com/in/student566,Atlanta
567,SLU00567,First567,Last567,Male,1984-10-04,student567@slu.edu,+1-314-555-0567,Turkey,F1,1,ST,MS Statistics,2023,Fall,Fall,2023,3.64,https://linkedin.com/in/student567,San Jose
568,SLU00568,First568,Last568,Male,1984-10-03,student568@slu.edu,+1-314-555-0568,Kenya,GreenCard,0,CS,MS Computer Science,2024,Spring,Spring,2024,3.65,https://linkedin.com/in/student568,Boston
569,SLU00569,First569,Last569,Male,1984-10-02,student569@slu.edu,+1-314-555-0569,Mexico,Citizen,1,IS,MS Information Systems,2025,Summer,Summer,2025,3.66,https://linkedin.com/in/student569,Phoenix
570,SLU00570,First570,Last570,Male,1984-10-01,student570@slu.edu,+1-314-555-0570,India,F1,0,AI,MS Artificial Intelligence,2020,Fall,Fall,2020,3.67,https://linkedin.com/in/student570,St. Louis
571,SLU00571,First571,Last571,Male,1984-09-30,student571@slu.edu,+1-314-555-0571,USA,GreenCard,1,ML,MS Machine Learning,2021,Spring,Spring,2021,3.68,https://linkedin.com/in/student571,Chicago
572,SLU00572,First572,Last572,Male,1984-09-29,student572@slu.edu,+1-314-555-0572,China,Citizen,0,CYS,MS Cyber Security,2022,Summer,Summer,2022,3.69,https://linkedin.com/in/student572,Dallas
573,SLU00573,First573,Last573,Male,1984-09-28,student573@slu.edu,+1-314-555-0573,Nigeria,F1,1,BA,MS Business Analytics,2023,Fall,Fall,2023,3.70,https://linkedin.com/in/student573,New York
574,SLU00574,First574,Last574,Male,1984-09-27,student574@slu.edu,+1-314-555-0574,Brazil,GreenCard,0,DA,MS Data Analytics,2024,Spring,Spring,2024,3.71,https://linkedin.com/in/student574,Seattle
575,SLU00575,First575,Last575,Male,1984-09-26,student575@slu.edu,+1-314-555-0575,Vietnam,Citizen,1,ST,MS Statistics,2025,Summer,Summer,2025,3.72,https://linkedin.com/in/student575,Austin
576,SLU00576,First576,Last576,Male,1984-09-25,student576@slu.edu,+1-314-555-0576,Iran,F1,0,CS,MS Computer Science,2020,Fall,Fall,2020,3.73,https://linkedin.com/in/student576,Atlanta
577,SLU00577,First577,Last577,Male,1984-09-24,student577@slu.edu,+1-314-555-0577,Turkey,GreenCard,1,IS,MS Information Systems,2021,Spring,Spring,2021,3.74,https://linkedin.com/in/student577,San Jose
578,SLU00578,First578,Last578,Male,1984-09-23,student578@slu.edu,+1-314-555-0578,Kenya,Citizen,0,AI,MS Artificial Intelligence,2022,Summer,Summer,2022,3.75,https://linkedin.com/in/student578,Boston
579,SLU00579,First579,Last579,Male,1984-09-22,student579@slu.edu,+1-314-555-0579,Mexico,F1,1,ML,MS Machine Learning,2023,Fall,Fall,2023,3.76,https://linkedin.com/in/student579,Phoenix
580,SLU00580,First580,Last580,Male,1984-09-21,student580@slu.edu,+1-314-555-0580,India,GreenCard,0,CYS,MS Cyber Security,2024,Spring,Spring,2024,3.77,https://linkedin.com/in/student580,St. Louis
581,SLU00581,First581,Last581,Male,1984-09-20,student581@slu.edu,+1-314-555-0581,USA,Citizen,1,BA,MS Business Analytics,2025,Summer,Summer,2025,3.78,https://linkedin.com/in/student581,Chicago
582,SLU00582,First582,Last582,Male,1984-09-19,student582@slu.edu,+1-314-555-0582,China,F1,0,DA,MS Data Analytics,2020,Fall,Fall,2020,3.79,https://linkedin.com/in/student582,Dallas
583,SLU00583,First583,Last583,Male,1984-09-18,student583@slu.edu,+1-314-555-0583,Nigeria,GreenCard,1,ST,MS Statistics,2021,Spring,Spring,2021,3.80,https://linkedin.com/in/student583,New York
584,SLU00584,First584,Last584,Male,1984-09-17,student584@slu.edu,+1-314-555-0584,Brazil,Citizen,0,CS,MS Computer Science,2022,Summer,Summer,2022,3.81,https://linkedin.com/in/student584,Seattle
585,SLU00585,First585,Last585,Male,1984-09-16,student585@slu.edu,+1-314-555-0585,Vietnam,F1,1,IS,MS Information Systems,2023,Fall,Fall,2023,3.82,https://linkedin.com/in/student585,Austin
586,SLU00586,First586,Last586,Male,1984-09-15,student586@slu.edu,+1-314-555-0586,Iran,GreenCard,0,AI,MS Artificial Intelligence,2024,Spring,Spring,2024,3.83,https://linkedin.com/in/student586,Atlanta
587,SLU00587,First587,Last587,Male,1984-09-14,student587@slu.edu,+1-314-555-0587,Turkey,Citizen,1,ML,MS Machine Learning,2025,Summer,Summer,2025,3.84,https://linkedin.com/in/student587,San Jose
588,SLU00588,First588,Last588,Male,1984-09-13,student588@slu.edu,+1-314-555-0588,Kenya,F1,0,CYS,MS Cyber Security,2020,Fall,Fall,2020,3.85,https://linkedin.com/in/student588,Boston
589,SLU00589,First589,Last589,Male,1984-09-12,student589@slu.edu,+1-314-555-0589,Mexico,GreenCard,1,BA,MS Business Analytics,2021,Spring,Spring,2021,3.86,https://linkedin.com/in/student589,Phoenix
590,SLU00590,First590,Last590,Male,1984-09-11,student590@slu.edu,+1-314-555-0590,India,Citizen,0,DA,MS Data Analytics,2022,Summer,Summer,2022,3.87,https://linkedin.com/in/student590,St. Louis
591,SLU00591,First591,Last591,Male,1984-09-10,student591@slu.edu,+1-314-555-0591,USA,F1,1,ST,MS Statistics,2023,Fall,Fall,2023,3.88,https://linkedin.com/in/student591,Chicago
592,SLU00592,First592,Last592,Male,1984-09-09,student592@slu.edu,+1-314-555-0592,China,GreenCard,0,CS,MS Computer Science,2024,Spring,Spring,2024,3.89,https://linkedin.com/in/student592,Dallas
593,SLU00593,First593,Last593,Male,1984-09-08,student593@slu.edu,+1-314-555-0593,Nigeria,Citizen,1,IS,MS Information Systems,2025,Summer,Summer,2025,3.90,https://linkedin.com/in/student593,New York
594,SLU00594,First594,Last594,Male,1984-09-07,student594@slu.edu,+1-314-555-0594,Brazil,F1,0,AI,MS Artificial Intelligence,2020,Fall,Fall,2020,3.91,https://linkedin.com/in/student594,Seattle
595,SLU00595,First595,Last595,Male,1984-09-06,student595@slu.edu,+1-314-555-0595,Vietnam,GreenCard,1,ML,MS Machine Learning,2021,Spring,Spring,2021,3.92,https://linkedin.com/in/student595,Austin
596,SLU00596,First596,Last596,Male,1984-09-05,student596@slu.edu,+1-314-555-0596,Iran,Citizen,0,CYS,MS Cyber Security,2022,Summer,Summer,2022,3.93,https://linkedin.com/in/student596,Atlanta
597,SLU00597,First597,Last597,Male,1984-09-04,student597@slu.edu,+1-314-555-0597,Turkey,F1,1,BA,MS Business Analytics,2023,Fall,Fall,2023,3.94,https://linkedin.com/in/student597,San Jose
598,SLU00598,First598,Last598,Male,1984-09-03,student598@slu.edu,+1-314-555-0598,Kenya,GreenCard,0,DA,MS Data Analytics,2024,Spring,Spring,2024,3.95,https://linkedin.com/in/student598,Boston
599,SLU00599,First599,Last599,Male,1984-09-02,student599@slu.edu,+1-314-555-0599,Mexico,Citizen,1,ST,MS Statistics,2025,Summer,Summer,2025,3.96,https://linkedin.com/in/student599,Phoenix
600,SLU00600,First600,Last600,Male,1984-09-01,student600@slu.edu,+1-314-555-0600,India,F1,0,CS,MS Computer Science,2020,Fall,Fall,2020,3.97,https://linkedin.com/in/student600,St. Louis
601,SLU00601,First601,Last601,Female,1984-08-31,student601@slu.edu,+1-314-555-0601,USA,GreenCard,1,IS,MS Information Systems,2021,Spring,Spring,2021,3.98,https://linkedin.com/in/student601,Chicago
602,SLU00602,First602,Last602,Female,1984-08-30,student602@slu.edu,+1-314-555-0602,China,Citizen,0,AI,MS Artificial Intelligence,2022,Summer,Summer,2022,3.99,https://linkedin.com/in/student602,Dallas
603,SLU00603,First603,Last603,Female,1984-08-29,student603@slu.edu,+1-314-555-0603,Nigeria,F1,1,ML,MS Machine Learning,2023,Fall,Fall,2023,4.00,https://linkedin.com/in/student603,New York
604,SLU00604,First604,Last604,Female,1984-08-28,student604@slu.edu,+1-314-555-0604,Brazil,GreenCard,0,CYS,MS Cyber Security,2024,Spring,Spring,2024,2.50,https://linkedin.com/in/student604,Seattle
605,SLU00605,First605,Last605,Female,1984-08-27,student605@slu.edu,+1-314-555-0605,Vietnam,Citizen,1,BA,MS Business Analytics,2025,Summer,Summer,2025,2.51,https://linkedin.com/in/student605,Austin
606,SLU00606,First606,Last606,Female,1984-08-26,student606@slu.edu,+1-314-555-0606,Iran,F1,0,DA,MS Data Analytics,2020,Fall,Fall,2020,2.52,https://linkedin.com/in/student606,Atlanta
607,SLU00607,First607,Last607,Female,1984-08-25,student607@slu.edu,+1-314-555-0607,Turkey,GreenCard,1,ST,MS Statistics,2021,Spring,Spring,2021,2.53,https://linkedin.com/in/student607,San Jose
608,SLU00608,First608,Last608,Female,1984-08-24,student608@slu.edu,+1-314-555-0608,Kenya,Citizen,0,CS,MS Computer Science,2022,Summer,Summer,2022,2.54,https://linkedin.com/in/student608,Boston
609,SLU00609,First609,Last609,Female,1984-08-23,student609@slu.edu,+1-314-555-0609,Mexico,F1,1,IS,MS Information Systems,2023,Fall,Fall,2023,2.55,https://linkedin.com/in/student609,Phoenix
610,SLU00610,First610,Last610,Female,1984-08-22,student610@slu.edu,+1-314-555-0610,India,GreenCard,0,AI,MS Artificial Intelligence,2024,Spring,Spring,2024,2.56,https://linkedin.com/in/student610,St. Louis
611,SLU00611,First611,Last611,Female,1984-08-21,student611@slu.edu,+1-314-555-0611,USA,Citizen,1,ML,MS Machine Learning,2025,Summer,Summer,2025,2.57,https://linkedin.com/in/student611,Chicago
612,SLU00612,First612,Last612,Female,1984-08-20,student612@slu.edu,+1-314-555-0612,China,F1,0,CYS,MS Cyber Security,2020,Fall,Fall,2020,2.58,https://linkedin.com/in/student612,Dallas
613,SLU00613,First613,Last613,Female,1984-08-19,student613@slu.edu,+1-314-555-0613,Nigeria,GreenCard,1,BA,MS Business Analytics,2021,Spring,Spring,2021,2.59,https://linkedin.com/in/student613,New York
614,SLU00614,First614,Last614,Female,1984-08-18,student614@slu.edu,+1-314-555-0614,Brazil,Citizen,0,DA,MS Data Analytics,2022,Summer,Summer,2022,2.60,https://linkedin.com/in/student614,Seattle
615,SLU00615,First615,Last615,Female,1984-08-17,student615@slu.edu,+1-314-555-0615,Vietnam,F1,1,ST,MS Statistics,2023,Fall,Fall,2023,2.61,https://linkedin.com/in/student615,Austin
616,SLU00616,First616,Last616,Female,1984-08-16,student616@slu.edu,+1-314-555-0616,Iran,GreenCard,0,CS,MS Computer Science,2024,Spring,Spring,2024,2.62,https://linkedin.com/in/student616,Atlanta
617,SLU00617,First617,Last617,Female,1984-08-15,student617@slu.edu,+1-314-555-0617,Turkey,Citizen,1,IS,MS Information Systems,2025,Summer,Summer,2025,2.63,https://linkedin.com/in/student617,San Jose
618,SLU00618,First618,Last618,Female,1984-08-14,student618@slu.edu,+1-314-555-0618,Kenya,F1,0,AI,MS Artificial Intelligence,2020,Fall,Fall,2020,2.64,https://linkedin.com/in/student618,Boston
619,SLU00619,First619,Last619,Female,1984-08-13,student619@slu.edu,+1-314-555-0619,Mexico,GreenCard,1,ML,MS Machine Learning,2021,Spring,Spring,2021,2.65,https://linkedin.com/in/student619,Phoenix
620,SLU00620,First620,Last620,Female,1984-08-12,student620@slu.edu,+1-314-555-0620,India,Citizen,0,CYS,MS Cyber Security,2022,Summer,Summer,2022,2.66,https://linkedin.com/in/student620,St. Louis
621,SLU00621,First621,Last621,Female,1984-08-11,student621@slu.edu,+1-314-555-0621,USA,F1,1,BA,MS Business Analytics,2023,Fall,Fall,2023,2.67,https://linkedin.com/in/student621,Chicago
622,SLU00622,First622,Last622,Female,1984-08-10,student622@slu.edu,+1-314-555-0622,China,GreenCard,0,DA,MS Data Analytics,2024,Spring,Spring,2024,2.68,https://linkedin.com/in/student622,Dallas
623,SLU00623,First623,Last623,Female,1984-08-09,student623@slu.edu,+1-314-555-0623,Nigeria,Citizen,1,ST,MS Statistics,2025,Summer,Summer,2025,2.69,https://linkedin.com/in/student623,New York
624,SLU00624,First624,Last624,Female,1984-08-08,student624@slu.edu,+1-314-555-0624,Brazil,F1,0,CS,MS Computer Science,2020,Fall,Fall,2020,2.70,https://linkedin.com/in/student624,Seattle
625,SLU00625,First625,Last625,Female,1984-08-07,student625@slu.edu,+1-314-555-0625,Vietnam,GreenCard,1,IS,MS Information Systems,2021,Spring,Spring,2021,2.71,https://linkedin.com/in/student625,Austin
626,SLU00626,First626,Last626,Female,1984-08-06,student626@slu.edu,+1-314-555-0626,Iran,Citizen,0,AI,MS Artificial Intelligence,2022,Summer,Summer,2022,2.72,https://linkedin.com/in/student626,Atlanta
627,SLU00627,First627,Last627,Female,1984-08-05,student627@slu.edu,+1-314-555-0627,Turkey,F1,1,ML,MS Machine Learning,2023,Fall,Fall,2023,2.73,https://linkedin.com/in/student627,San Jose
628,SLU00628,First628,Last628,Female,1984-08-04,student628@slu.edu,+1-314-555-0628,Kenya,GreenCard,0,CYS,MS Cyber Security,2024,Spring,Spring,2024,2.74,https://linkedin.com/in/student628,Boston
629,SLU00629,First629,Last629,Female,1984-08-03,student629@slu.edu,+1-314-555-0629,Mexico,Citizen,1,BA,MS Business Analytics,2025,Summer,Summer,2025,2.75,https://linkedin.com/in/student629,Phoenix
