contact_key,contact_employee_id,employer_key,first_name,last_name,title,email,phone,linkedin_url,department,role_type,is_alumni_flag,alumni_student_key,relationship_start_date,relationship_status,preferred_contact_method,notes,created_at,updated_at,source
539,E539-C539,539,ContactFirst539,ContactLast539,"Director HR",contact539@company539.com,+1-636-555-0539,https://linkedin.com/in/contact539,Operations,Other,1,539,2021-06-23,DoNotContact,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
540,E540-C540,540,ContactFirst540,ContactLast540,Recruiter,contact540@company540.com,+1-636-555-0540,https://linkedin.com/in/contact540,HR,Recruiter,0,540,2021-06-24,Active,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
541,E541-C541,541,ContactFirst541,ContactLast541,"Sr Recruiter",contact541@company541.com,+1-636-555-0541,https://linkedin.com/in/contact541,TA,HiringManager,1,541,2021-06-25,Dormant,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
542,E542-C542,542,ContactFirst542,ContactLast542,"Talent Partner",contact542@company542.com,+1-636-555-0542,https://linkedin.com/in/contact542,Engineering,Alumni,0,542,2021-06-26,DoNotContact,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
543,E543-C543,543,ContactFirst543,ContactLast543,"Engineering Manager",contact543@company543.com,+1-636-555-0543,https://linkedin.com/in/contact543,Data,HR,1,543,2021-06-27,Active,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
544,E544-C544,544,ContactFirst544,ContactLast544,"Data Manager",contact544@company544.com,+1-636-555-0544,https://linkedin.com/in/contact544,IT,Other,0,544,2021-06-28,Dormant,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
545,E545-C545,545,ContactFirst545,ContactLast545,"Director HR",contact545@company545.com,+1-636-555-0545,https://linkedin.com/in/contact545,Operations,Recruiter,1,545,2021-06-29,DoNotContact,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
546,E546-C546,546,ContactFirst546,ContactLast546,Recruiter,contact546@company546.com,+1-636-555-0546,https://linkedin.com/in/contact546,HR,HiringManager,0,546,2021-06-30,Active,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
547,E547-C547,547,ContactFirst547,ContactLast547,"Sr Recruiter",contact547@company547.com,+1-636-555-0547,https://linkedin.com/in/contact547,TA,Alumni,1,547,2021-07-01,Dormant,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
548,E548-C548,548,ContactFirst548,ContactLast548,"Talent Partner",contact548@company548.com,+1-636-555-0548,https://linkedin.com/in/contact548,Engineering,HR,0,548,2021-07-02,DoNotContact,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
549,E549-C549,549,ContactFirst549,ContactLast549,"Engineering Manager",contact549@company549.com,+1-636-555-0549,https://linkedin.com/in/contact549,Data,Other,1,549,2021-07-03,Active,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
550,E550-C550,550,ContactFirst550,ContactLast550,"Data Manager",contact550@company550.com,+1-636-555-0550,https://linkedin.com/in/contact550,IT,Recruiter,0,550,2021-07-04,Dormant,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
551,E551-C551,551,ContactFirst551,ContactLast551,"Director HR",contact551@company551.com,+1-636-555-0551,https://linkedin.com/in/contact551,Operations,HiringManager,1,551,2021-07-05,DoNotContact,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
552,E552-C552,552,ContactFirst552,ContactLast552,Recruiter,contact552@company552.com,+1-636-555-0552,https://linkedin.com/in/contact552,HR,Alumni,0,552,2021-07-06,Active,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
553,E553-C553,553,ContactFirst553,ContactLast553,"Sr Recruiter",contact553@company553.com,+1-636-555-0553,https://linkedin.com/in/contact553,TA,HR,1,553,2021-07-07,Dormant,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
554,E554-C554,554,ContactFirst554,ContactLast554,"Talent Partner",contact554@company554.com,+1-636-555-0554,https://linkedin.com/in/contact554,Engineering,Other,0,554,2021-07-08,DoNotContact,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
555,E555-C555,555,ContactFirst555,ContactLast555,"Engineering Manager",contact555@company555.com,+1-636-555-0555,https://linkedin.com/in/contact555,Data,Recruiter,1,555,2021-07-09,Active,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
556,E556-C556,556,ContactFirst556,ContactLast556,"Data Manager",contact556@company556.com,+1-636-555-0556,https://linkedin.com/in/contact556,IT,HiringManager,0,556,2021-07-10,Dormant,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
557,E557-C557,557,ContactFirst557,ContactLast557,"Director HR",contact557@company557.com,+1-636-555-0557,https://linkedin.com/in/contact557,Operations,Alumni,1,557,2021-07-11,DoNotContact,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
558,E558-C558,558,ContactFirst558,ContactLast558,Recruiter,contact558@company558.com,+1-636-555-0558,https://linkedin.com/in/contact558,HR,HR,0,558,2021-07-12,Active,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
559,E559-C559,559,ContactFirst559,ContactLast559,"Sr Recruiter",contact559@company559.com,+1-636-555-0559,https://linkedin.com/in/contact559,TA,Other,1,559,2021-07-13,Dormant,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
560,E560-C560,560,ContactFirst560,ContactLast560,"Talent Partner",contact560@company560.com,+1-636-555-0560,https://linkedin.com/in/contact560,Engineering,Recruiter,0,560,2021-07-14,DoNotContact,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
561,E561-C561,561,ContactFirst561,ContactLast561,"Engineering Manager",contact561@company561.com,+1-636-555-0561,https://linkedin.com/in/contact561,Data,HiringManager,1,561,2021-07-15,Active,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
562,E562-C562,562,ContactFirst562,ContactLast562,"Data Manager",contact562@company562.com,+1-636-555-0562,https://linkedin.com/in/contact562,IT,Alumni,0,562,2021-07-16,Dormant,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
563,E563-C563,563,ContactFirst563,ContactLast563,"Director HR",contact563@company563.com,+1-636-555-0563,https://linkedin.com/in/contact563,Operations,HR,1,563,2021-07-17,DoNotContact,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
564,E564-C564,564,ContactFirst564,ContactLast564,Recruiter,contact564@company564.com,+1-636-555-0564,https://linkedin.com/in/contact564,HR,Other,0,564,2021-07-18,Active,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
565,E565-C565,565,ContactFirst565,ContactLast565,"Sr Recruiter",contact565@company565.com,+1-636-555-0565,https://linkedin.com/in/contact565,TA,Recruiter,1,565,2021-07-19,Dormant,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
566,E566-C566,566,ContactFirst566,ContactLast566,"Talent Partner",contact566@company566.com,+1-636-555-0566,https://linkedin.com/in/contact566,Engineering,HiringManager,0,566,2021-07-20,DoNotContact,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
567,E567-C567,567,ContactFirst567,ContactLast567,"Engineering Manager",contact567@company567.com,+1-636-555-0567,https://linkedin.com/in/contact567,Data,Alumni,1,567,2021-07-21,Active,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
568,E568-C568,568,ContactFirst568,ContactLast568,"Data Manager",contact568@company568.com,+1-636-555-0568,https://linkedin.com/in/contact568,IT,HR,0,568,2021-07-22,Dormant,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
569,E569-C569,569,ContactFirst569,ContactLast569,"Director HR",contact569@company569.com,+1-636-555-0569,https://linkedin.com/in/contact569,Operations,Other,1,569,2021-07-23,DoNotContact,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
570,E570-C570,570,ContactFirst570,ContactLast570,Recruiter,contact570@company570.com,+1-636-555-0570,https://linkedin.com/in/contact570,HR,Recruiter,0,570,2021-07-24,Active,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
571,E571-C571,571,ContactFirst571,ContactLast571,"Sr Recruiter",contact571@company571.com,+1-636-555-0571,https://linkedin.com/in/contact571,TA,HiringManager,1,571,2021-07-25,Dormant,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
572,E572-C572,572,ContactFirst572,ContactLast572,"Talent Partner",contact572@company572.com,+1-636-555-0572,https://linkedin.com/in/contact572,Engineering,Alumni,0,572,2021-07-26,DoNotContact,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
573,E573-C573,573,ContactFirst573,ContactLast573,"Engineering Manager",contact573@company573.com,+1-636-555-0573,https://linkedin.com/in/contact573,Data,HR,1,573,2021-07-27,Active,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
574,E574-C574,574,ContactFirst574,ContactLast574,"Data Manager",contact574@company574.com,+1-636-555-0574,https://linkedin.com/in/contact574,IT,Other,0,574,2021-07-28,Dormant,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
575,E575-C575,575,ContactFirst575,ContactLast575,"Director HR",contact575@company575.com,+1-636-555-0575,https://linkedin.com/in/contact575,Operations,Recruiter,1,575,2021-07-29,DoNotContact,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
576,E576-C576,576,ContactFirst576,ContactLast576,Recruiter,contact576@company576.com,+1-636-555-0576,https://linkedin.com/in/contact576,HR,HiringManager,0,576,2021-07-30,Active,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
577,E577-C577,577,ContactFirst577,ContactLast577,"Sr Recruiter",contact577@company577.com,+1-636-555-0577,https://linkedin.com/in/contact577,TA,Alumni,1,577,2021-07-31,Dormant,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
578,E578-C578,578,ContactFirst578,ContactLast578,"Talent Partner",contact578@company578.com,+1-636-555-0578,https://linkedin.com/in/contact578,Engineering,HR,0,578,2021-08-01,DoNotContact,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
579,E579-C579,579,ContactFirst579,ContactLast579,"Engineering Manager",contact579@company579.com,+1-636-555-0579,https://linkedin.com/in/contact579,Data,Other,1,579,2021-08-02,Active,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
580,E580-C580,580,ContactFirst580,ContactLast580,"Data Manager",contact580@company580.com,+1-636-555-0580,https://linkedin.com/in/contact580,IT,Recruiter,0,580,2021-08-03,Dormant,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
581,E581-C581,581,ContactFirst581,ContactLast581,"Director HR",contact581@company581.com,+1-636-555-0581,https://linkedin.com/in/contact581,Operations,HiringManager,1,581,2021-08-04,DoNotContact,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
582,E582-C582,582,ContactFirst582,ContactLast582,Recruiter,contact582@company582.com,+1-636-555-0582,https://linkedin.com/in/contact582,HR,Alumni,0,582,2021-08-05,Active,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
583,E583-C583,583,ContactFirst583,ContactLast583,"Sr Recruiter",contact583@company583.com,+1-636-555-0583,https://linkedin.com/in/contact583,TA,HR,1,583,2021-08-06,Dormant,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
584,E584-C584,584,ContactFirst584,ContactLast584,"Talent Partner",contact584@company584.com,+1-636-555-0584,https://linkedin.com/in/contact584,Engineering,Other,0,584,2021-08-07,DoNotContact,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
585,E585-C585,585,ContactFirst585,ContactLast585,"Engineering Manager",contact585@company585.com,+1-636-555-0585,https://linkedin.com/in/contact585,Data,Recruiter,1,585,2021-08-08,Active,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
586,E586-C586,586,ContactFirst586,ContactLast586,"Data Manager",contact586@company586.com,+1-636-555-0586,https://linkedin.com/in/contact586,IT,HiringManager,0,586,2021-08-09,Dormant,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
587,E587-C587,587,ContactFirst587,ContactLast587,"Director HR",contact587@company587.com,+1-636-555-0587,https://linkedin.com/in/contact587,Operations,Alumni,1,587,2021-08-10,DoNotContact,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
588,E588-C588,588,ContactFirst588,ContactLast588,Recruiter,contact588@company588.com,+1-636-555-0588,https://linkedin.com/in/contact588,HR,HR,0,588,2021-08-11,Active,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
589,E589-C589,589,ContactFirst589,ContactLast589,"Sr Recruiter",contact589@company589.com,+1-636-555-0589,https://linkedin.com/in/contact589,TA,Other,1,589,2021-08-12,Dormant,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
590,E590-C590,590,ContactFirst590,ContactLast590,"Talent Partner",contact590@company590.com,+1-636-555-0590,https://linkedin.com/in/contact590,Engineering,Recruiter,0,590,2021-08-13,DoNotContact,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
591,E591-C591,591,ContactFirst591,ContactLast591,"Engineering Manager",contact591@company591.com,+1-636-555-0591,https://linkedin.com/in/contact591,Data,HiringManager,1,591,2021-08-14,Active,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
592,E592-C592,592,ContactFirst592,ContactLast592,"Data Manager",contact592@company592.com,+1-636-555-0592,https://linkedin.com/in/contact592,IT,Alumni,0,592,2021-08-15,Dormant,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
593,E593-C593,593,ContactFirst593,ContactLast593,"Director HR",contact593@company593.com,+1-636-555-0593,https://linkedin.com/in/contact593,Operations,HR,1,593,2021-08-16,DoNotContact,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
594,E594-C594,594,ContactFirst594,ContactLast594,Recruiter,contact594@company594.com,+1-636-555-0594,https://linkedin.com/in/contact594,HR,Other,0,594,2021-08-17,Active,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
595,E595-C595,595,ContactFirst595,ContactLast595,"Sr Recruiter",contact595@company595.com,+1-636-555-0595,https://linkedin.com/in/contact595,TA,Recruiter,1,595,2021-08-18,Dormant,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
596,E596-C596,596,ContactFirst596,ContactLast596,"Talent Partner",contact596@company596.com,+1-636-555-0596,https://linkedin.com/in/contact596,Engineering,HiringManager,0,596,2021-08-19,DoNotContact,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
597,E597-C597,597,ContactFirst597,ContactLast597,"Engineering Manager",contact597@company597.com,+1-636-555-0597,https://linkedin.com/in/contact597,Data,Alumni,1,597,2021-08-20,Active,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
598,E598-C598,598,ContactFirst598,ContactLast598,"Data Manager",contact598@company598.com,+1-636-555-0598,https://linkedin.com/in/contact598,IT,HR,0,598,2021-08-21,Dormant,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
599,E599-C599,599,ContactFirst599,ContactLast599,"Director HR",contact599@company599.com,+1-636-555-0599,https://linkedin.com/in/contact599,Operations,Other,1,599,2021-08-22,DoNotContact,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
600,E600-C600,600,ContactFirst600,ContactLast600,Recruiter,contact600@company600.com,+1-636-555-0600,https://linkedin.com/in/contact600,HR,Recruiter,0,600,2021-08-23,Active,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
601,E601-C601,601,ContactFirst601,ContactLast601,"Sr Recruiter",contact601@company601.com,+1-636-555-0601,https://linkedin.com/in/contact601,TA,HiringManager,1,601,2021-08-24,Dormant,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
602,E602-C602,602,ContactFirst602,ContactLast602,"Talent Partner",contact602@company602.com,+1-636-555-0602,https://linkedin.com/in/contact602,Engineering,Alumni,0,602,2021-08-25,DoNotContact,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
603,E603-C603,603,ContactFirst603,ContactLast603,"Engineering Manager",contact603@company603.com,+1-636-555-0603,https://linkedin.com/in/contact603,Data,HR,1,603,2021-08-26,Active,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
604,E604-C604,604,ContactFirst604,ContactLast604,"Data Manager",contact604@company604.com,+1-636-555-0604,https://linkedin.com/in/contact604,IT,Other,0,604,2021-08-27,Dormant,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
605,E605-C605,605,ContactFirst605,ContactLast605,"Director HR",contact605@company605.com,+1-636-555-0605,https://linkedin.com/in/contact605,Operations,Recruiter,1,605,2021-08-28,DoNotContact,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
606,E606-C606,606,ContactFirst606,ContactLast606,Recruiter,contact606@company606.com,+1-636-555-0606,https://linkedin.com/in/contact606,HR,HiringManager,0,606,2021-08-29,Active,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
607,E607-C607,607,ContactFirst607,ContactLast607,"Sr Recruiter",contact607@company607.com,+1-636-555-0607,https://linkedin.com/in/contact607,TA,Alumni,1,607,2021-08-30,Dormant,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
608,E608-C608,608,ContactFirst608,ContactLast608,"Talent Partner",contact608@company608.com,+1-636-555-0608,https://linkedin.com/in/contact608,Engineering,HR,0,608,2021-08-31,DoNotContact,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
609,E609-C609,609,ContactFirst609,ContactLast609,"Engineering Manager",contact609@company609.com,+1-636-555-0609,https://linkedin.com/in/contact609,Data,Other,1,609,2021-09-01,Active,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
610,E610-C610,610,ContactFirst610,ContactLast610,"Data Manager",contact610@company610.com,+1-636-555-0610,https://linkedin.com/in/contact610,IT,Recruiter,0,610,2021-09-02,Dormant,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
611,E611-C611,611,ContactFirst611,ContactLast611,"Director HR",contact611@company611.com,+1-636-555-0611,https://linkedin.com/in/contact611,Operations,HiringManager,1,611,2021-09-03,DoNotContact,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
612,E612-C612,612,ContactFirst612,ContactLast612,Recruiter,contact612@company612.com,+1-636-555-0612,https://linkedin.com/in/contact612,HR,Alumni,0,612,2021-09-04,Active,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
613,E613-C613,613,ContactFirst613,ContactLast613,"Sr Recruiter",contact613@company613.com,+1-636-555-0613,https://linkedin.com/in/contact613,TA,HR,1,613,2021-09-05,Dormant,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
614,E614-C614,614,ContactFirst614,ContactLast614,"Talent Partner",contact614@company614.com,+1-636-555-0614,https://linkedin.com/in/contact614,Engineering,Other,0,614,2021-09-06,DoNotContact,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
615,E615-C615,615,ContactFirst615,ContactLast615,"Engineering Manager",contact615@company615.com,+1-636-555-0615,https://linkedin.com/in/contact615,Data,Recruiter,1,615,2021-09-07,Active,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
616,E616-C616,616,ContactFirst616,ContactLast616,"Data Manager",contact616@company616.com,+1-636-555-0616,https://linkedin.com/in/contact616,IT,HiringManager,0,616,2021-09-08,Dormant,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
617,E617-C617,617,ContactFirst617,ContactLast617,"Director HR",contact617@company617.com,+1-636-555-0617,https://linkedin.com/in/contact617,Operations,Alumni,1,617,2021-09-09,DoNotContact,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
618,E618-C618,618,ContactFirst618,ContactLast618,Recruiter,contact618@company618.com,+1-636-555-0618,https://linkedin.com/in/contact618,HR,HR,0,618,2021-09-10,Active,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
619,E619-C619,619,ContactFirst619,ContactLast619,"Sr Recruiter",contact619@company619.com,+1-636-555-0619,https://linkedin.com/in/contact619,TA,Other,1,619,2021-09-11,Dormant,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
620,E620-C620,620,ContactFirst620,ContactLast620,"Talent Partner",contact620@company620.com,+1-636-555-0620,https://linkedin.com/in/contact620,Engineering,Recruiter,0,620,2021-09-12,DoNotContact,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
621,E621-C621,621,ContactFirst621,ContactLast621,"Engineering Manager",contact621@company621.com,+1-636-555-0621,https://linkedin.com/in/contact621,Data,HiringManager,1,621,2021-09-13,Active,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
622,E622-C622,622,ContactFirst622,ContactLast622,"Data Manager",contact622@company622.com,+1-636-555-0622,https://linkedin.com/in/contact622,IT,Alumni,0,622,2021-09-14,Dormant,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
623,E623-C623,623,ContactFirst623,ContactLast623,"Director HR",contact623@company623.com,+1-636-555-0623,https://linkedin.com/in/contact623,Operations,HR,1,623,2021-09-15,DoNotContact,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
624,E624-C624,624,ContactFirst624,ContactLast624,Recruiter,contact624@company624.com,+1-636-555-0624,https://linkedin.com/in/contact624,HR,Other,0,624,2021-09-16,Active,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
625,E625-C625,625,ContactFirst625,ContactLast625,"Sr Recruiter",contact625@company625.com,+1-636-555-0625,https://linkedin.com/in/contact625,TA,Recruiter,1,625,2021-09-17,Dormant,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
626,E626-C626,626,ContactFirst626,ContactLast626,"Talent Partner",contact626@company626.com,+1-636-555-0626,https://linkedin.com/in/contact626,Engineering,HiringManager,0,626,2021-09-18,DoNotContact,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
627,E627-C627,627,ContactFirst627,ContactLast627,"Engineering Manager",contact627@company627.com,+1-636-555-0627,https://linkedin.com/in/contact627,Data,Alumni,1,627,2021-09-19,Active,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
628,E628-C628,628,ContactFirst628,ContactLast628,"Data Manager",contact628@company628.com,+1-636-555-0628,https://linkedin.com/in/contact628,IT,HR,0,628,2021-09-20,Dormant,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
629,E629-C629,629,ContactFirst629,ContactLast629,"Director HR",contact629@company629.com,+1-636-555-0629,https://linkedin.com/in/contact629,Operations,Other,1,629,2021-09-21,DoNotContact,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
630,E630-C630,630,ContactFirst630,ContactLast630,Recruiter,contact630@company630.com,+1-636-555-0630,https://linkedin.com/in/contact630,HR,Recruiter,0,630,2021-09-22,Active,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
631,E631-C631,631,ContactFirst631,ContactLast631,"Sr Recruiter",contact631@company631.com,+1-636-555-0631,https://linkedin.com/in/contact631,TA,HiringManager,1,631,2021-09-23,Dormant,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
632,E632-C632,632,ContactFirst632,ContactLast632,"Talent Partner",contact632@company632.com,+1-636-555-0632,https://linkedin.com/in/contact632,Engineering,Alumni,0,632,2021-09-24,DoNotContact,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
633,E633-C633,633,ContactFirst633,ContactLast633,"Engineering Manager",contact633@company633.com,+1-636-555-0633,https://linkedin.com/in/contact633,Data,HR,1,633,2021-09-25,Active,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
634,E634-C634,634,ContactFirst634,ContactLast634,"Data Manager",contact634@company634.com,+1-636-555-0634,https://linkedin.com/in/contact634,IT,Other,0,634,2021-09-26,Dormant,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
635,E635-C635,635,ContactFirst635,ContactLast635,"Director HR",contact635@company635.com,+1-636-555-0635,https://linkedin.com/in/contact635,Operations,Recruiter,1,635,2021-09-27,DoNotContact,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
636,E636-C636,636,ContactFirst636,ContactLast636,Recruiter,contact636@company636.com,+1-636-555-0636,https://linkedin.com/in/contact636,HR,HiringManager,0,636,2021-09-28,Active,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
637,E637-C637,637,ContactFirst637,ContactLast637,"Sr Recruiter",contact637@company637.com,+1-636-555-0637,https://linkedin.com/in/contact637,TA,Alumni,1,637,2021-09-29,Dormant,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
638,E638-C638,638,ContactFirst638,ContactLast638,"Talent Partner",contact638@company638.com,+1-636-555-0638,https://linkedin.com/in/contact638,Engineering,HR,0,638,2021-09-30,DoNotContact,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
639,E639-C639,639,ContactFirst639,ContactLast639,"Engineering Manager",contact639@company639.com,+1-636-555-0639,https://linkedin.com/in/contact639,Data,Other,1,639,2021-10-01,Active,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
640,E640-C640,640,ContactFirst640,ContactLast640,"Data Manager",contact640@company640.com,+1-636-555-0640,https://linkedin.com/in/contact640,IT,Recruiter,0,640,2021-10-02,Dormant,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
641,E641-C641,641,ContactFirst641,ContactLast641,"Director HR",contact641@company641.com,+1-636-555-0641,https://linkedin.com/in/contact641,Operations,HiringManager,1,641,2021-10-03,DoNotContact,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
642,E642-C642,642,ContactFirst642,ContactLast642,Recruiter,contact642@company642.com,+1-636-555-0642,https://linkedin.com/in/contact642,HR,Alumni,0,642,2021-10-04,Active,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
643,E643-C643,643,ContactFirst643,ContactLast643,"Sr Recruiter",contact643@company643.com,+1-636-555-0643,https://linkedin.com/in/contact643,TA,HR,1,643,2021-10-05,Dormant,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
644,E644-C644,644,ContactFirst644,ContactLast644,"Talent Partner",contact644@company644.com,+1-636-555-0644,https://linkedin.com/in/contact644,Engineering,Other,0,644,2021-10-06,DoNotContact,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
